42,1,1,1,0,2,2,3
0,32,3,0,0,0,1,3
0,3,29,1,1,4,1,9
1,3,1,35,11,0,0,1
2,1,0,11,31,2,6,0
2,2,1,0,2,38,6,4
1,1,2,1,4,1,32,0
2,7,13,1,1,3,2,29
